1.1973	0.95476	1.1165	2.8194
2.2449	0.10161	1.5391	0.90905
1.5271	0.93755	1.455	2.7349
1.9172	1.8884	1.3159	2.5081
1.7839	0.78732	1.5925	1.7111
1.5042	1.4854	0.79511	2.4299
0.92936	0.65587	1.409	2.6978
1.5823	0.60015	1.653	1.8508
2.0072	0.40711	0.59608	0.50862
1.7228	2.0449	0.54348	2.1417
2.0077	2.0584	1.3191	0.11657
1.3806	0.80757	1.3631	2.7351
0.35147	1.6399	1.6213	2.0201
1.8151	1.7572	0.82111	2.3556
2.0503	2.27	1.1638	0.15092
1.9209	1.0633	1.6398	1.5369
1.5236	1.6483	1.4247	1.5263
0.60736	0.54648	0.46892	1.3182
2.0711	1.882	1.2527	2.6319
0.36645	1.1486	0.54684	0.30307
1.077	0.98347	1.0787	2.2896
1.4253	0.99099	2.2819	0.38547
1.957	1.7209	0.81977	2.5974
0.42442	0.64991	0.40234	0.14289
0.48138	0.49624	1.753	0.85374
0.3508	1.554	1.819	2.3979
1.7353	0.48893	1.4702	2.1705
1.7886	2.1354	0.92734	0.81115
1.7138	1.7497	0.52927	2.7207
1.4572	2.0271	0.59546	2.5771
1.1527	0.96819	2.2118	0.49219
0.45978	2.1978	0.52817	1.9966
1.618	2.0319	0.32697	2.5002
0.17799	0.66673	0.42791	2.3968
0.22007	1.9046	1.3126	2.2991
2.2332	2.2467	0.76919	2.521
1.896	0.79885	1.3541	2.4722
0.78899	1.8714	1.4297	2.4146
1.0802	1.3454	2.3159	0.37872
2.3306	0.3166	1.3732	1.063
1.6688	1.8275	0.2985	2.669
1.2568	2.1169	0.6501	2.3268
1.6813	1.9736	0.9747	2.7505
0.4852	1.5623	1.6767	1.7632
1.6808	1.4662	0.50152	2.8936
1.9381	1.8934	0.97778	2.5723
0.71516	0.73447	0.80622	2.8979
1.5873	0.60614	1.3221	2.1911
0.78231	1.3163	1.4073	1.361
1.6043	0.41678	1.4626	2.3921
1.8159	0.62707	1.4732	1.5641
0.33889	0.63238	2.3464	2.2645
0.95116	1.8552	0.97381	0.93798
0.49251	0.68706	2.0515	2.2112
1.5401	1.8499	0.24616	2.0455
0.36001	2.1729	1.5914	1.2238
0.87509	0.72609	0.90281	2.8396
0.87432	0.42866	1.4609	2.2757
1.8411	1.7332	0.47113	2.6845
0.67649	0.47387	1.2908	0.43694
1.6263	1.5857	1.2078	1.9505
0.98062	1.517	1.0277	0.18275
1.5564	1.4564	1.4769	2.7045
1.5965	0.75725	1.5956	2.316
1.0885	1.6173	1.095	1.0753
1.8227	1.8799	0.94412	2.6648
0.52879	1.8368	1.5962	1.2615
1.4124	0.51671	2.2096	0.69358
0.69738	0.7126	1.0289	1.7577
0.94585	1.8333	1.5376	1.3893
1.1502	1.828	0.65524	1.9117
1.7577	1.6935	1.199	2.2483
0.42837	0.90821	2.0343	2.1639
1.5443	1.1845	1.4747	2.7175
1.731	1.324	1.5654	1.4104
0.54522	0.58366	1.7057	1.6144
0.61444	0.34898	0.35877	0.67372
1.8314	1.8313	1.5041	2.0703
1.6558	1.9951	0.65971	2.5137
1.7229	0.61443	1.5446	1.5883
0.22809	0.20302	0.53453	1.157
0.49487	1.9931	1.1302	2.1376
1.8903	1.161	0.73773	2.436
0.17615	1.3747	0.58877	1.2532
1.5664	1.6368	0.57702	1.6645
2.12	1.3334	0.5393	0.6384
1.2421	0.46526	1.483	1.6266
0.57603	2.1938	0.48008	2.8867
1.5662	2.0847	1.3102	2.1549
0.14243	1.7458	1.21	2.7522
1.5368	0.32239	0.37884	2.0248
1.3449	0.46068	0.24597	1.8975
1.5071	0.55411	0.97238	2.1163
0.18513	1.2497	0.63565	1.3951
1.9487	1.8917	1.0123	2.1594
0.51828	1.7299	0.52493	0.70487
1.1976	0.33221	0.62336	0.34121
0.02933	0.58846	1.5841	2.1182
1.3767	1.401	2.0816	1.9502
1.5901	0.97978	1.1801	1.5372
0.39949	1.9969	0.066716	2.0587
0.46738	0.20034	2.104	1.5632
0.34674	1.198	1.7305	1.5588
2.2687	2.1665	0.50322	2.6124
1.2199	0.33431	2.382	2.9469
1.6259	0.3382	1.6272	1.0848
1.2272	0.41268	1.2514	1.4786
1.7006	2.2916	1.129	0.66947
2.0756	0.52652	0.4642	1.3428
1.3646	1.4083	1.0192	2.627
0.27783	1.8604	0.75981	0.51444
2.1613	0.84605	1.8355	1.8101
1.0318	1.0952	1.3088	2.3663
1.9497	1.6756	0.86625	2.2584
1.7391	0.47154	1.6244	1.9136
1.8539	0.81589	1.4866	1.5751
1.4652	0.41059	0.78742	2.0485
0.83619	1.4003	2.3527	0.47462
0.32467	1.1785	0.32295	0.43032
1.0062	1.237	0.65796	1.4371
2.0021	1.5923	1.4173	1.7701
1.5376	1.7749	0.60209	2.673
0.73294	0.69642	1.6497	1.6729
1.5401	0.94892	1.1276	1.1122
0.65682	1.2307	0.50263	0.93405
1.1503	1.5639	1.8161	1.3368
1.2298	0.53872	1.3	2.1877
0.61288	1.7759	0.68142	2.7096
1.1903	1.3232	1.1299	2.7666
0.54938	0.67018	1.8875	1.6158
0.848	0.91965	0.82932	2.9698
1.2674	1.5454	1.7851	1.39
0.46076	0.84448	0.33165	2.4742
0.6628	2.1614	0.98928	0.91041
1.8084	2.1568	0.66392	1.0566
1.0157	1.5001	0.95685	0.22009
0.25798	1.5095	1.8755	2.6539
1.2942	0.81983	0.56155	1.7533
1.5437	1.7975	1.1206	2.6596
0.33326	1.3835	0.526	1.315
0.37276	2.2244	1.498	2.7238
0.93858	0.16678	2.1185	2.8819
1.9311	1.9301	0.36514	2.1525
2.2515	1.8854	1.1989	1.6362
1.6968	1.1829	1.5357	1.0963
1.4018	1.558	1.3668	1.8798
1.6262	2.1896	1.3721	0.76498
1.9564	0.5999	1.0985	2.441
0.54418	0.12327	2.152	2.1003
1.3033	1.4319	1.4981	2.9811
1.672	1.6802	1.7194	1.7031
1.403	1.1112	1.5768	1.5811
2.1444	0.98917	0.28787	0.78489
1.0888	1.3175	1.0045	2.0418
0.95047	1.2066	2.3422	0.57045
1.0282	1.1533	1.1326	2.7223
0.6463	2.1522	0.46911	2.688
1.2876	1.2612	1.3411	2.6344
1.9203	1.5928	1.4083	1.408
1.6376	1.9292	0.94865	2.6863
1.3878	1.6618	0.94101	1.1407
1.0856	0.20803	1.9556	2.797
1.7509	0.54322	1.2591	0.73381
1.2693	0.57889	0.48715	0.11056
0.78559	1.139	1.0388	2.1087
0.41211	1.4226	0.89223	1.6709
0.84033	0.92312	1.5282	0.74275
0.61928	1.3974	1.9444	2.9889
0.75683	1.3334	2.4024	0.61183
1.9539	1.8867	1.6153	0.18692
0.59252	1.8625	1.4805	2.9835
0.85813	1.745	1.4031	1.0115
0.23514	0.6504	1.6978	1.5862
1.8979	0.9666	1.5373	1.3067
1.5253	1.9827	1.379	2.2363
1.4953	2.1727	0.65233	2.8686
1.1813	1.5611	1.4651	2.2166
2.1169	0.49422	0.53652	0.57241
2.1869	0.7298	1.3331	0.24908
0.26956	1.5226	1.701	2.4376
0.37741	0.49632	0.92051	1.4272
2.0731	1.6942	1.3217	1.8466
1.3649	1.9207	0.4889	1.3435
1.6385	0.42473	1.5795	1.9835
1.1228	2.2541	1.5712	1.2079
1.6632	0.35892	1.5776	1.8857
2.2062	0.91557	1.7263	1.7546
2.0222	0.78424	1.6376	1.119
1.8674	2.0816	0.57843	1.3827
1.4581	0.41253	0.47399	0.93091
1.5858	0.66989	1.285	2.497
1.341	2.0455	1.5716	1.335
0.53094	0.94596	1.2238	2.1583
1.1543	1.4387	1.8526	1.1309
0.39092	1.0283	1.4591	1.7783
1.5602	1.4367	1.3707	2.3512
2.0705	2.0537	0.74272	2.4509
1.0037	1.6196	0.62061	2.8932
0.45048	1.816	0.17889	2.1242
0.3111	0.2492	1.9263	2.3611
1.3149	0.45272	0.78784	0.67765
1.7111	1.7576	1.2645	2.3702
0.34166	0.58361	1.8679	1.9775
2.2097	0.33814	1.6103	1.3352
2.2928	0.62355	0.71153	1.5387
2.0714	1.7308	1.3283	2.2224
1.0987	1.6174	0.89433	2.4871
1.0753	1.6991	1.1393	1.2185
1.3687	0.44107	0.76251	2.0756
1.7523	1.7362	0.38608	0.91941
0.53859	1.9944	1.6831	2.8843
1.7825	1.699	0.42355	2.6716
0.2548	0.63855	0.24345	0.31173
0.80622	1.0766	1.0034	1.9252
0.83696	0.49265	0.43192	1.5139
1.5806	1.3782	1.3266	2.7152
1.4239	0.65114	1.5609	1.6021
0.50145	0.89095	1.0591	1.5882
1.9899	0.38939	1.1854	3.0736
1.3508	1.477	1.4621	2.5278
1.3176	1.9042	0.7255	2.2188
2.2149	0.26724	0.41678	2.1868
0.96178	0.97629	0.93225	2.939
1.9365	1.9885	0.64021	1.9648
1.4804	0.72384	1.3964	2.663
0.38978	0.65764	1.6807	1.6106
0.70175	0.44249	1.6406	1.1493
1.6055	1.924	1.1545	2.3751
2.2124	0.8298	1.6458	1.5192
1.3252	1.2366	1.8651	1.9279
0.73134	0.85958	1.6643	1.6193
0.45565	1.6875	1.6432	2.0527
0.85105	2.0381	1.6318	1.3917
1.2527	0.3004	0.56438	1.8882
0.84849	0.73706	1.6509	1.7065
1.0218	0.91399	1.0909	2.0639
0.47059	0.64044	0.53494	0.28725
0.2977	0.95477	1.8942	2.2488
1.5762	0.37246	1.2226	1.5437
2.0244	1.0473	0.14445	2.4775
0.58672	1.5302	1.9078	1.2459
0.76268	1.4401	0.34539	2.6769
1.7203	2.4045	0.66628	1.0857
0.64107	2.0333	0.45533	0.20346
1.8971	0.77037	1.6254	1.3825
0.69876	1.5277	0.73747	2.5983
0.63256	0.38845	1.4661	2.2615
1.5627	1.4296	1.0915	2.3564
1.3681	0.8482	0.27495	1.9546
0.52669	0.74848	0.19602	2.1097
1.9999	0.37506	0.47753	1.4338
2.3918	0.40149	0.40703	1.8918
0.72527	0.78887	1.7017	1.2439
1.8517	1.2125	1.3823	1.4177
1.6006	0.28763	1.5091	1.8283
0.78065	1.7482	1.5765	1.5148
1.667	0.72754	1.7475	2.3183
0.6454	1.4391	1.4089	2.0791
0.90001	0.79178	1.7022	2.6018
1.3728	1.3883	1.4693	2.5825
0.45076	1.6697	1.4794	2.0806
1.2818	1.3375	0.74165	0.72386
1.0704	1.4597	2.4122	0.54972
2.1489	1.0036	0.29087	1.737
1.6484	1.7446	1.6983	1.2848
1.618	1.4323	1.3334	2.7803
1.8043	1.8056	1.5982	0.7645
1.0751	0.46475	1.9338	1.1212
1.5793	0.80898	2.322	0.60203
1.8124	2.2414	0.66531	2.5528
0.97768	0.69645	2.0305	2.6706
